,id
1586,8027824663
1587,8027712452
1588,8027500320
1589,8027204751
1590,8027003149
1591,8025468831
1592,8025337855
1593,8025187844
1594,8024205263
1595,8024146851
1596,8024046426
1597,8023945110
1598,8023785272
1599,8023551388
1600,8023446689
1601,8023323084
1602,8023263489
1603,8023198798
1604,8022696821
1605,8022609387
1606,8022488183
1607,8022396496
1608,8022169035
1609,8022073219
1610,8021871164
1611,8021814206
1612,8021416504
1613,8021365873
1614,8021275162
1615,8021129866
1616,8021002636
1617,8020767830
1618,8020636511
1619,8020517372
1620,8020459703
1621,8020400910
1622,8019968420
1623,8019898177
1624,8019814167
1625,8019679799
1626,8019572135
1627,8019344340
1628,8019177827
1629,8019055926
1630,8018957268
1631,8018876444
1632,8018435024
1633,8018369934
1634,8018290710
1635,8018187764
1636,8018066865
1637,8017939749
1638,8017791697
1639,8017637141
1640,8017398362
1641,8017283095
1642,8017189664
1643,8016425064
1644,8016323810
1645,8016189082
1646,8016072997
1647,8015935909
1648,8015814406
1649,8015721625
1650,8015615203
1651,8015519857
1652,8015433695
1653,8014962401
1654,8014902934
1655,8014829806
1656,8014739929
1657,8014584231
1658,8014444044
1659,8014326286
1660,8014218908
1661,8014076717
1662,8013912017
1663,8013830085
1664,8011816155
1665,8011794134
1666,8011771607
1667,8011750772
1668,8011703734
1669,8011695464
1670,8011674211
1671,8011667160
1672,8011600228
1673,8011567985
1674,8011566175
1675,8011562890
1676,8011483532
1677,8011455026
1678,8011448504
1679,8011447459
1680,8011325946
1681,8011320375
1682,8011306263
1683,8011300761
1684,8011202507
1685,8011196736
1686,8011194119
1687,8011184646
1688,8011119646
1689,8011105659
1690,8011104295
1691,8011083234
1692,8011016053
1693,8011011168
1694,8011010595
1695,8011003471
1696,8010402874
1697,8010378803
1698,8010372999
1699,8010372781
1700,8010311367
1701,8010306413
1702,8010294309
1703,8010286036
1704,8010199734
1705,8010173187
1706,8010165620
1707,8010162131
1708,8010055697
1709,8010054526
1710,8010037777
1711,8010031109
1712,8009933082
1713,8009914882
1714,8009903804
1715,8009881903
1716,8009802158
1717,8009799259
1718,8009784614
1719,8009762120
1720,8009676677
1721,8009666288
1722,8009651621
1723,8009646834
1724,8009594061
1725,8009585260
1726,8009577188
1727,8009569973
1728,8009010792
1729,8008969133
1730,8008957163
1731,8008949914
1732,8008942514
1733,8008860292
1734,8008855097
1735,8008842473
1736,8008792769
1737,8008760760
1738,8008739818
1739,8008717926
1740,8008659818
1741,8008632430
1742,8008632352
1743,8008595493
1744,8008534868
1745,8008493330
1746,8008463450
1747,8008450092
1748,8008363560
1749,8008344759
1750,8008342762
1751,8008335631
1752,8008262988
1753,8008222782
1754,8008222518
1755,8008214179
1756,8008149335
1757,8008146416
1758,8008146171
1759,8008138439
1760,8007539002
1761,8007463004
1762,8007461293
1763,8007450111
1764,8007418942
1765,8007367219
1766,8007346033
1767,8007344487
1768,8007297572
1769,8007234169
1770,8007207835
1771,8007194752
1772,8007105780
1773,8007103125
1774,8007102328
1775,8007095690
1776,8005789257
1777,8005677682
1778,8005558451
1779,8005430399
1780,8005280377
1781,8005004313
1782,8004903360
1783,8004087436
1784,8003947693
1785,8003777597
1786,8003616297
1787,8003453293
1788,8003277731
1789,8003188735
1790,8003107284
1791,8003021377
1792,8002592676
1793,8002540551
1794,8002440796
1795,8002282855
1796,8002156072
1797,8001985765
1798,8001811405
1799,8001716408
1800,8001639727
1801,8001589245
1802,8001042470
1803,8000888802
1804,8000749142
1805,8000657404
1806,8000501147
1807,8000388279
1808,8000315224
1809,8000243104
1810,8000195944
1811,7998387182
1812,7998368303
1813,7998298018
1814,7998294691
1815,7998174280
1816,7998172161
1817,7998091174
1818,7998064075
1819,7997964737
1820,7997941268
1821,7997845167
1822,7997836124
1823,7997709974
1824,7997698304
1825,7997649237
1826,7997629948
1827,7997565117
1828,7997561814
1829,7997505910
1830,7997505657
1831,7997118115
1832,7997060235
1833,7997043973
1834,7996968491
1835,7996878646
1836,7996827815
1837,7996787086
1838,7996703164
1839,7996622039
1840,7996548719
1841,7996473181
1842,7996402789
1843,7996294984
1844,7996253889
1845,7996172962
1846,7996145879
1847,7996046478
1848,7996040366
1849,7995958688
1850,7995956006
1851,7995384112
1852,7995311029
1853,7995264988
1854,7995228510
1855,7995119826
1856,7995101368
1857,7995003698
1858,7994984370
1859,7994818931
1860,7994815043
1861,7994709449
1862,7994700394
1863,7994565406
1864,7994543987
1865,7994460589
1866,7994455380
1867,7994347818
1868,7994337379
1869,7994273270
1870,7994259650
1871,7986751548
1872,7986595492
1873,7986449169
1874,7986228633
1875,7986033321
1876,7985929572
1877,7985816345
1878,7985116716
1879,7985003339
1880,7984902984
1881,7984737209
1882,7984592920
1883,7984472803
1884,7984349828
1885,7984260412
1886,7984189875
1887,7984117984
1888,7984069935
1889,7983419849
1890,7983320808
1891,7983208637
1892,7983098966
1893,7982969675
1894,7982874526
1895,7982787349
1896,7982708667
1897,7982662818
1898,7982619181
1899,7982554414
1900,7981997041
1901,7981891602
1902,7981790118
1903,7981664422
1904,7981523234
1905,7981398073
1906,7981341947
1907,7981268223
1908,7981220550
1909,7981185211
1910,7980310157
1911,7980205862
1912,7980095953
1913,7980019306
1914,7979950674
1915,7979879905
1916,7979825770
1917,7978911604
1918,7978813381
1919,7978710029
1920,7978651098
1921,7978584525
1922,7978508953
1923,7978447086
1924,7977765617
1925,7977645739
1926,7977518413
1927,7977416843
