,id
2391,7756811275
2392,7756466330
2393,7756299375
2394,7756127989
2395,7755997663
2396,7755832761
2397,7754719060
2398,7754569589
2399,7754342100
2400,7754090781
2401,7753651483
2402,7753545003
2403,7753420462
2404,7751854778
2405,7751669998
2406,7751322223
2407,7751224080
2408,7750258646
2409,7750157597
2410,7750021083
2411,7749915546
2412,7749853014
2413,7749825053
2414,7749767597
2415,7749723268
2416,7749723088
2417,7749625440
2418,7749614459
2419,7749608225
2420,7749535491
2421,7749534086
2422,7749530993
2423,7748891080
2424,7748830694
2425,7748816746
2426,7748793170
2427,7748734682
2428,7748729312
2429,7748642086
2430,7748635079
2431,7748595615
2432,7748543118
2433,7748507148
2434,7748493014
2435,7748381833
2436,7748344457
2437,7748337837
2438,7748261492
2439,7748224120
2440,7748219609
2441,7748130439
2442,7748115228
2443,7748098341
2444,7748044453
2445,7748039267
2446,7748039250
2447,7747412881
2448,7747400927
2449,7747396838
2450,7747311158
2451,7747296234
2452,7747284567
2453,7747202242
2454,7747194924
2455,7747186431
2456,7747085083
2457,7747061595
2458,7747014084
2459,7746929506
2460,7746901247
2461,7746858819
2462,7746803583
2463,7746738193
2464,7746735983
2465,7746703092
2466,7746640432
2467,7746626071
2468,7746572308
2469,7746568870
2470,7746565802
2471,7745742749
2472,7745623035
2473,7745495486
2474,7745350849
2475,7745221781
2476,7745014809
2477,7744904385
2478,7744813911
2479,7743754465
2480,7743627074
2481,7743492002
2482,7743377159
2483,7743232904
2484,7743128107
2485,7743046989
2486,7742965164
2487,7742378951
2488,7742271523
2489,7742150004
2490,7742025452
2491,7741879654
2492,7741747073
2493,7741610189
2494,7741527930
2495,7741499600
2496,7741332700
2497,7740723197
2498,7740620672
2499,7740519071
2500,7740415320
2501,7740293784
2502,7740167896
2503,7740080779
2504,7739981261
2505,7739897731
2506,7739857156
2507,7738958681
2508,7738827516
2509,7738707282
2510,7738629033
2511,7738557420
2512,7738491484
2513,7738431210
2514,7738389254
2515,7737389955
2516,7737267318
2517,7737160066
2518,7737097375
2519,7737022358
2520,7736943183
2521,7736889691
2522,7735807633
2523,7735693587
2524,7735608076
2525,7735521357
2526,7735467596
2527,7735410058
2528,7735361893
2529,7734677496
2530,7734566088
2531,7734516605
2532,7734423484
2533,7734379122
2534,7734278278
2535,7734257155
2536,7734160971
2537,7734120309
2538,7734048598
2539,7733987602
2540,7733889907
2541,7733876242
2542,7733790198
2543,7733772830
2544,7733695535
2545,7733691363
2546,7733618455
2547,7733617386
2548,7732827601
2549,7732688381
2550,7732673031
2551,7732533981
2552,7732531375
2553,7732401003
2554,7732370435
2555,7732286887
2556,7732253347
2557,7732132775
2558,7732123760
2559,7732018313
2560,7732013176
2561,7731937602
2562,7731924013
2563,7731859997
2564,7731820975
2565,7731797545
2566,7731736121
2567,7731736056
2568,7730901855
2569,7730877759
2570,7730767660
2571,7730749344
2572,7730615195
2573,7730610116
2574,7730481235
2575,7730472325
2576,7730369152
2577,7730326336
2578,7730278895
2579,7730227263
2580,7730134225
2581,7730133537
2582,7730072056
2583,7730069646
2584,7730022870
2585,7730021780
2586,7710348304
2587,7710207360
2588,7710066098
2589,7709772208
2590,7709510018
2591,7708717497
2592,7708577966
2593,7708457781
2594,7708205107
2595,7707965067
2596,7707751863
2597,7707660658
2598,7706880000
2599,7706776644
2600,7706682984
2601,7706551337
2602,7706395166
2603,7706202114
2604,7706002180
2605,7705829352
2606,7705740779
2607,7704757666
2608,7704459920
2609,7704262571
2610,7704117144
2611,7704010804
2612,7703253005
2613,7703248953
2614,7703129966
2615,7703122772
2616,7703120654
2617,7703014560
2618,7703003837
2619,7702981469
2620,7702817490
2621,7702805889
2622,7702773107
2623,7702652392
2624,7702650896
2625,7702644507
2626,7702453309
2627,7702425491
2628,7702416925
2629,7702344755
2630,7702330411
2631,7702329438
2632,7701722547
2633,7701721032
2634,7701710708
2635,7701650894
2636,7701649950
2637,7701632155
2638,7701479793
2639,7701474828
2640,7701438466
2641,7701334360
2642,7701324274
2643,7701316798
2644,7701081341
2645,7701053090
2646,7701041455
2647,7700916291
2648,7700912604
2649,7700908344
2650,7700768653
2651,7700746302
2652,7700727612
2653,7700638129
2654,7700636218
2655,7700633866
2656,7699988030
2657,7699955629
2658,7699942711
2659,7699881503
2660,7699877468
2661,7699846505
2662,7699768992
2663,7699743899
2664,7699610108
2665,7699602043
2666,7699601332
2667,7699381326
2668,7699339315
2669,7699290234
2670,7699194718
2671,7699189839
2672,7699188045
2673,7699056337
2674,7699029231
2675,7699013825
2676,7698916654
2677,7698912157
2678,7698910742
2679,7686429332
2680,7686342256
2681,7686251961
2682,7686151018
2683,7685939952
2684,7685800690
2685,7684703932
2686,7684627262
2687,7684535670
2688,7684345034
2689,7684213611
2690,7684030453
2691,7683910583
2692,7683774825
2693,7683680063
2694,7683035523
2695,7682937500
2696,7682830031
2697,7682645800
2698,7682522502
2699,7682371131
2700,7682234726
2701,7682112528
2702,7682050140
2703,7681140254
2704,7681024952
2705,7680873723
2706,7679882766
2707,7679875888
2708,7679791994
2709,7679784808
2710,7679678453
2711,7679656977
2712,7679562185
2713,7679538406
2714,7679428305
2715,7679404771
2716,7679318479
2717,7679313732
2718,7679231574
2719,7679223833
2720,7679159965
2721,7679152125
2722,7678443478
2723,7678411749
2724,7678316103
2725,7678297342
2726,7678202171
2727,7678155334
2728,7678062569
2729,7678040321
2730,7677922942
2731,7677903919
2732,7677794101
2733,7677789914
2734,7677705998
2735,7677694350
2736,7677628814
2737,7677625424
2738,7677044934
2739,7676997754
2740,7676965581
2741,7676914505
2742,7676863645
2743,7676803597
2744,7676775486
2745,7676681888
2746,7676571007
2747,7676522218
2748,7676412458
2749,7676377820
2750,7676282345
2751,7676282020
2752,7676189919
2753,7676183483
2754,7676114338
2755,7676114192
2756,7676036722
2757,7676027720
2758,7675463955
2759,7675448352
2760,7675379203
2761,7675354878
2762,7675275472
2763,7675229668
2764,7675136715
2765,7675067256
2766,7674945045
2767,7674887460
2768,7674794631
2769,7674751474
2770,7674609144
2771,7674596594
2772,7674507588
2773,7674503834
2774,7674382052
2775,7674360337
2776,7674293594
2777,7674291794
2778,7673708296
2779,7673622272
2780,7673591706
2781,7673512852
2782,7673485482
2783,7673395154
2784,7673327472
2785,7673282155
2786,7673170374
2787,7673149133
2788,7673029767
2789,7673026547
2790,7672863933
2791,7672835544
2792,7672749721
2793,7672718210
2794,7672620271
2795,7672612160
2796,7672537705
2797,7672526098
2798,7671890497
2799,7671877891
2800,7671775668
2801,7671747886
2802,7671675846
2803,7671637751
2804,7671559211
2805,7671507528
2806,7671407384
2807,7671359103
2808,7671314507
2809,7671265130
2810,7671173655
2811,7671151799
2812,7671078731
2813,7671073284
2814,7670996657
2815,7670989722
2816,7670936981
2817,7670924375
2818,7670366749
2819,7670287376
2820,7670185028
2821,7670078799
2822,7669941032
2823,7669825150
2824,7669698699
2825,7669615857
2826,7668906630
2827,7668828831
2828,7668803550
2829,7668742061
2830,7668711906
2831,7668637800
2832,7668595877
2833,7668506047
2834,7668416668
2835,7668303383
2836,7668294773
2837,7668229561
2838,7668209605
2839,7668132450
2840,7668130310
2841,7667495188
2842,7667419640
2843,7667347904
2844,7667321493
2845,7667261766
2846,7667193047
2847,7667147669
2848,7667066279
2849,7667028466
2850,7666946143
2851,7666920496
2852,7666823023
2853,7666820021
2854,7666751574
2855,7666741365
2856,7666686048
2857,7666667332
2858,7666622145
2859,7666615711
2860,7665985690
2861,7665982468
2862,7665888682
2863,7665874990
2864,7665798853
2865,7665765599
2866,7665668685
2867,7665658383
2868,7665555828
2869,7665544375
2870,7665433985
2871,7665416449
2872,7665354905
2873,7665297524
2874,7665271072
2875,7665207861
2876,7665206108
2877,7664693971
2878,7664623259
2879,7664560408
2880,7664524724
2881,7664492989
2882,7664437439
2883,7664392298
2884,7664315626
2885,7664265772
2886,7664223622
2887,7664152664
2888,7664051199
2889,7664007970
2890,7663950419
2891,7663917094
2892,7663844398
2893,7663803900
2894,7663742695
2895,7663736571
2896,7663645599
2897,7663638291
2898,7631013984
2899,7630865634
2900,7630717190
2901,7630422621
2902,7630302858
2903,7629309712
2904,7629175264
2905,7629058340
2906,7628900641
2907,7628738123
2908,7628574899
2909,7625796211
2910,7625713641
2911,7625625467
2912,7625518034
2913,7625399329
2914,7625256654
2915,7625120821
2916,7624949386
2917,7624854612
2918,7624763717
2919,7624356153
2920,7624324791
2921,7624266320
2922,7624189175
2923,7624101871
2924,7623986877
2925,7623846810
2926,7623731185
2927,7623632238
2928,7623497900
2929,7623382418
2930,7623277378
2931,7622846868
2932,7622761633
2933,7622702371
2934,7622509408
2935,7622427421
2936,7622241229
2937,7622051267
2938,7621949960
2939,7621863860
2940,7621790694
2941,7621342222
2942,7621297751
2943,7621234257
2944,7621149860
2945,7621065719
2946,7620919489
2947,7620768845
2948,7620629958
2949,7620458461
2950,7620317023
2951,7619838869
2952,7619782656
2953,7619709106
2954,7619498652
2955,7619390596
2956,7619175781
2957,7618994771
2958,7618737893
2959,7618623924
2960,7617969287
2961,7617902077
2962,7617808427
2963,7617683662
2964,7617556834
2965,7617435694
2966,7617134274
2967,7617027597
2968,7616882903
2969,7616783111
2970,7616693091
2971,7616055939
2972,7615978165
2973,7615837876
2974,7615748933
2975,7615546892
2976,7615435729
2977,7615290848
2978,7615132834
2979,7615041849
2980,7614970519
2981,7613710092
2982,7613598339
2983,7613494811
2984,7612444756
2985,7612330631
2986,7612318448
2987,7612312609
2988,7612299068
2989,7612200369
2990,7612195805
2991,7612171311
2992,7612109715
2993,7612050850
2994,7612050331
2995,7612036457
2996,7611966433
2997,7611956203
2998,7611952967
2999,7611940647
3000,7611312280
3001,7611269696
3002,7611251957
3003,7611209103
3004,7611200777
3005,7611174967
3006,7611154536
3007,7611104744
3008,7611089887
3009,7611085865
3010,7611035356
3011,7610971986
3012,7610948082
3013,7610924034
3014,7610921462
3015,7610872588
3016,7610800301
3017,7610787149
3018,7610750910
3019,7610707835
3020,7610652740
3021,7610639970
3022,7610606543
3023,7610595865
3024,7610483372
3025,7610474632
3026,7610463422
3027,7610446788
3028,7610373276
3029,7610372452
3030,7610362769
3031,7610361001
3032,7609623972
3033,7609596479
3034,7609576955
3035,7609555936
3036,7609508221
3037,7609492576
3038,7609482509
3039,7609454580
3040,7609392728
3041,7609370039
3042,7609366050
3043,7609332606
3044,7609292902
3045,7609274333
3046,7609245218
3047,7609204621
3048,7609132297
3049,7609085421
3050,7609078641
3051,7609078269
3052,7608974160
3053,7608952927
3054,7608935188
3055,7608928526
3056,7608867500
3057,7608811277
3058,7608806168
3059,7608802325
3060,7608734818
3061,7608718892
3062,7608713342
3063,7608711531
3064,7608021100
3065,7607949297
3066,7607947782
3067,7607922096
3068,7607882443
3069,7607871629
3070,7607844535
3071,7607817993
3072,7607753881
3073,7607742451
3074,7607730762
3075,7607666802
3076,7607623231
3077,7607605557
3078,7607585856
3079,7607552586
3080,7607471385
3081,7607427835
3082,7607426114
3083,7607382575
3084,7607283227
3085,7607274230
3086,7607258435
3087,7607239320
3088,7607106782
3089,7607080938
3090,7607071600
3091,7607056365
3092,7606935962
3093,7606934153
3094,7606934092
3095,7606926027
3096,7605702429
3097,7605564320
3098,7605332156
3099,7605195145
3100,7604999022
3101,7603277412
3102,7603124173
3103,7602913761
3104,7602797675
3105,7602131451
3106,7602025069
3107,7601875393
3108,7601757581
3109,7601627469
3110,7601388393
3111,7601194675
3112,7601018021
3113,7600895931
3114,7600790956
3115,7600275360
3116,7600150327
3117,7599979737
3118,7599837990
3119,7599724180
3120,7599495026
3121,7599358486
3122,7599152688
3123,7599075425
3124,7598478916
3125,7598398460
3126,7598270256
3127,7598255294
3128,7598141929
3129,7598121563
3130,7598034204
3131,7597968293
3132,7597854184
3133,7597851097
3134,7597718936
3135,7597682292
3136,7597574795
3137,7597561992
3138,7597472170
3139,7597448440
3140,7597386862
3141,7597363342
3142,7597320600
3143,7597257428
3144,7597255404
3145,7596583456
3146,7596486647
3147,7596436759
3148,7596368016
3149,7596351279
3150,7596248122
3151,7596062958
3152,7595921247
3153,7595890034
3154,7595761202
3155,7595702996
3156,7595648874
3157,7595612013
3158,7595539855
3159,7595512787
3160,7595464805
3161,7595413154
3162,7590148929
3163,7589977864
3164,7589816730
3165,7589618487
3166,7589548856
3167,7589398098
3168,7588089287
3169,7587977064
3170,7587836668
3171,7587738038
3172,7587649785
3173,7586714779
3174,7586648644
3175,7586292999
3176,7586185405
3177,7586122539
3178,7584949899
3179,7584824899
3180,7584695605
3181,7584496829
3182,7584435027
3183,7583159833
3184,7583012200
3185,7582895967
3186,7582831124
3187,7581771321
3188,7581657607
3189,7581545844
3190,7581302548
3191,7581155723
3192,7581026056
3193,7580940704
3194,7580832960
3195,7580759098
3196,7576140726
3197,7576137256
3198,7575989786
3199,7575939183
3200,7575788217
3201,7575775435
3202,7575678270
3203,7575671228
3204,7575553506
3205,7575532318
3206,7575446802
3207,7575428460
3208,7574122987
3209,7574105947
3210,7573980068
3211,7573960667
3212,7573812887
3213,7573798983
3214,7573683309
3215,7573655445
3216,7573562326
3217,7573544108
3218,7573487551
3219,7573474657
3220,7572454389
3221,7572412079
3222,7572313952
3223,7572299279
3224,7572135464
3225,7572121585
3226,7572019675
3227,7571996694
3228,7571918290
3229,7571917477
3230,7571860878
3231,7571857746
3232,7570938571
3233,7570883827
3234,7570765457
3235,7570740708
3236,7570551183
3237,7570540795
3238,7570457795
3239,7570447550
3240,7570412278
3241,7570395410
3242,7569466736
3243,7569440021
3244,7569316229
3245,7569309068
3246,7569161648
3247,7569140875
3248,7569042159
3249,7569027430
3250,7568911234
3251,7568895441
3252,7568811834
3253,7568781105
