,match_id,heroId,steamAccountId,partyId,kills,deaths,assists,isRadiant,isVictory,variant,imp,lane,position,networth,goldPerMinute,goldSpent,towerDamage,heroDamage,intentionalFeeding,proSteamAccount_teamId,proSteamAccount_name
90,2049908794,89,98172857,,2,1,3,True,False,,,ROAMING,,,256,5850,68,1808,False,3322951.0,MiLAN
91,2049908794,106,245373129,,2,1,2,True,False,,,MID_LANE,,,441,8955,450,7259,False,8344760.0,Xcalibur
92,2049908794,68,140746,,0,3,4,True,False,,,SAFE_LANE,,,188,4300,0,3443,False,,
93,2049908794,16,86698277,,0,5,3,True,False,,,OFF_LANE,,,284,4850,17,3510,False,8291895.0,33
94,2049908794,20,41818582,,3,3,2,True,False,,,SAFE_LANE,,,331,6970,492,3516,False,,
95,2049908794,49,116094746,,8,1,3,False,True,,,MID_LANE,,,521,10825,2651,10188,False,,Supreme
96,2049908794,27,178032556,,1,2,7,False,True,,,SAFE_LANE,,,378,8115,1167,4561,False,,
97,2049908794,64,121769650,,1,2,7,False,True,,,OFF_LANE,,,410,8735,2627,4251,False,0.0,Nisha
98,2049908794,80,62533910,,3,0,7,False,True,,,SAFE_LANE,,,548,12790,3951,7122,False,8055689.0,Exotic_Deer
99,2049908794,85,126884698,,0,2,8,False,True,,,OFF_LANE,,,273,5875,0,1804,False,,
